id,text,surrogate_score,h1_score,h2_score,surrogate_label,h1_label,h2_label,disagrees
84062,"Just because my post is true that doesn't mean it's racist. Reading stories from the Washington Post, CNN, and NBC I find no mention of the race of the cop. Yet in the same story it discusses the difficulties which have arisen from shootings where the victim is black and the cop white. In two of the stories Noor is treated sympathetically, citing his difficult childhood experiences. The media has a double standard depending on the race of the cop and that of the victim. And since you're accusing people of being racist maybe you could post under your real name.",0.48563778,0.48518804,0.48686522,0,0,0,False
170535,If you are a communist and marxis you follow a dead white mans ideas. Show very much of the lack of intelligence in this article !,0.5027237,0.50628245,0.5061985,1,1,1,False
68771,"Neko, math is not your field.  You've confused two numbers:  1)  the number of white votes cast for Obama vs the white votes cast for his opponent, and 2) the percentage of votes for Obama that were white.  I made a statement regarding #2.  You made a statement regarding #1.  #1 doesn't refute #2, therefore you have no basis for saying ""False.""  In fact, all you proved was your inability to reason with even low-order math statements.",0.5150787,0.51952136,0.51789093,1,1,1,False
157907,What they want is to get rid of the white people. If it were anybody else it would be denounced as racist.,0.5203592,0.52532315,0.52261335,1,1,1,False
6536,"(I'm of a mind to rename it entirely (or no name at all).  I wouldn't want to see a Nixon, Reagan, Bush, Clinton, or Trump Police Department Building either.)
It's not marginalizing anything when its your own words I am commenting on.  The conclusions drawn from those words are also just as much your  responsibility as they are anybody elses when trying to undersand their meaning.    Conclusions are also not  just based on any one thing, but often from a series of events.  Yes I have read many of your posts, and when you stated "" white entitlement"" for example,  it was fairly simple to make that connection with the far left, as many of your other posts have suggested similar dialogue.  You stated I should try standing up for something.  I'm speaking out against those rejecting our national heritage.  I could easily ask you to follow suit and simply state for the record that you stand with those wanting to rid our nation of historical figures that you find offensive?",0.49367937,0.49014407,0.49292803,0,0,0,False
126681,"""at least Black wasn't a traitor and a convicted terrorist""

Hey, Dimples, feel free to go tell that to the Dominion employees....

I'm equally sure that if Mr. Khadr had deliberately renounced his citizenship, he probably wouldn't be getting back into the country; somehow, though, if you're rich and right-leaning, all is possible....",0.49779132,0.501235,0.5016031,0,1,1,True
125162,"Problem is that ""their"" neighborhood is likely mostly owned and controlled by white people.",0.50411975,0.5053251,0.5045966,1,1,1,False
19849,"Nobody said ""most are white supremacist racists"" referring to people opposed to the settlement.  Some, without question, but by no means most.",0.5149339,0.5181805,0.51708317,1,1,1,False
56278,"Yeah, a bunch of culturally aligned white people. Exactly like Alaska and the US.",0.5000941,0.5019741,0.5011034,1,1,1,False
54135,"Yes...


Had the passenger been white, this story would have still been here",0.48607233,0.48949584,0.4892671,0,0,0,False
4923,"Perhaps she could explain to us why millions of refugees and immigrants from Asia, Africa and the Middle East risked their lives and risked the lives of their children seeking a better life in ""white"" privileged countries such as Canada, United States and the continent of Europe.",0.52119696,0.52255243,0.5225067,1,1,1,False
59046,"Shocking. Why wasn't the husband charged, and why are they not serving time? Looks like white privilege to me.",0.48653734,0.4911127,0.4900907,0,0,0,False
135803,"Thanks for the compliment.   Just proves how much of a hater you are.
Proud, white, and unapologetic for being both.",0.5091542,0.5126926,0.5121589,1,1,1,False
112109,"I had no idea Hillary was the underdog in this election.   I didn't know we (the entire U.S. that is) was enjoying a robust economy.  I didn't know that the electorate tend to vote for change in the midst of a robust economy (think Obama 2004...robust economy?).    I didn't know that NCR had any awareness that many Americans were suffering under a poor economy made worse by bad trade deals, illegal immigration and loss of jobs overseas.    But now we all know!

I do however appreciate that this NCR column isn't like the previous ones.  The ones that coyly argued that the election was simply a referendum on White Power.  

One other thing that wasn't mentioned:  A major reason why Hillary lost is that her campaign was terribly inept.   This was partly her fault and partly the fault of the people under her.  ""Basket of Deplorables"" will probably go down in history as the worst presidential campaign gaffe of all  time.",0.4988499,0.5001819,0.49875262,0,1,0,True
77561,"Mark and Nigel are terrified of having a black man occupy seat four. They try to come off like liberal progressives who care about diversity, but the reality is racial diversity in the political process in Portland Oregon is what terrifies them most. WW is the inbred second cousin of the National Inquirer and its struggles to stay afloat, having to downsize the actual newspaper, for financial reasons is part of the slow, painful demise of this irrelevant newspaper that no one really cares about anymore.",0.50744957,0.5077928,0.5081017,1,1,1,False
172629,"The FBI has concluded that Hillary Clinton was careless in her use of a personal email server, but that's all. No criminal charges will be brought: 

FBI Director James B. Comey said there was evidence to suggest a disregard of standing security protocols, but said the FBI findings determined that “no reasonable prosecutor” would likely bring criminal charges. 

Comey was George W. Bush's Deputy Attorney General--not a leftie. But cue the conspiracy nuts anyhow... ""This is so corrupt!""

Clinton can sail into the White House on a sea of right wing tears. Keep em flowing.",0.4938396,0.49485415,0.49555218,0,0,0,False
59450,"It is probably the case that a depth of understanding of history is better than the shallow fantasy that the ANC liberated this country our youth is being fed. It all hinges around education, the education I believe Zoe was privileged to get. And I say that with some trepidation because I think that it will be misinterpreted. I know not one youngster who graduated from the local high schools in the twelve years I have lived here whose use of English even comes close to Zoe's.

And yet she believes that whites are conspiring against her. It is true that we are all competing for the same dwindling resources and that as whites we are at an advantage, but the duty of government is to address that in a rational manner, not a destructive one. We negotiated at Codesa, we would have no choice today to re-negotiate. But we are not being encouraged to do that because oppression, no matter the label, has a more immediate effect. But oppression leaves scars, as Zoe's parents no doubt understand.",0.50282854,0.5032138,0.50393665,1,1,1,False
35865,"He's hiding from White Supremacists.  So, his secretary is on the look out for Trump coming down the hall.",0.4873074,0.4911203,0.49096015,0,0,0,False
55492,"Minorities commit as much crime as poor whites? Citation needed. Blacks specifically commit an insanely disproportionate amount of violent crime. 

This is the most apologetic story I could find on the subject but even they had to admit reality. The numbers don't lie, reals over feels.

https://www.channel4.com/news/factcheck/factcheck-black-americans-commit-crime",0.50801784,0.51103795,0.50992453,1,1,1,False
13722,Not likely if he was a 69 year old black man living alone. Quit it with the race card already.,0.4984188,0.50262064,0.5019779,0,1,1,True
167807,"All I want is equal rights under the law. This country has never achieved that goal. Do you support the police murdering unarmed black folks including children? Do you enjoy being a beneficiary of that racist violence? Do you think killing a 12 year old holding an air rifle in a playground is justified? The cop that shot him was fired for lying on his job application, not murder. He is still free. How many white folks murdered by black people for political purposes would you tolerate? How many centuries of that violence would you tolerate? What would you do to stop the killing? Would peaceful protest work for you as your response? Would mere suspicion of you having a gun justify a cop killing you?",0.49883175,0.49845317,0.49791718,0,0,0,False
80426,Some day you might have to come out of your tiny white bubble. Good luck. The US will be white minority by 2060 if you're still with us.,0.5204202,0.52171487,0.5210751,1,1,1,False
125212,"If your of the African race you'd have been offended. Only Blacks are allowed to use the ""n"" word. Eat it Liberals/Democrats, your full of it as your TRUE colors are starting to surface

Your making TheDonald smile :)  
how could he trip over himself on this? My advice to Donald, don't tweet any comments about these incidents and let it ride on its own. lol",0.48250532,0.48064628,0.48300824,0,0,0,False
23810,"Hopefully it won't get as bad as 2010, but since this series (and probably the top wildcard position) is already lost, the real test for me will be how they do against the Giants and whether or not Black has the guts to give McMahon a start or move Blackmon down into the four or five hole. Black can say whatever he wants--he's trying to stick up for his guys--but it is obvious this team has been gripping and choking for a while.",0.5081475,0.5098025,0.5089865,1,1,1,False
165938,"IF BLM were as concerned about black on black murder, none of this would be an issue.",0.51903373,0.5262667,0.5228722,1,1,1,False
53241,"You certainly have a vivid imagination from which you draw your "" facts.""  Not really sure I have ever even met a ""white extremist"".  But I most certainly know a whole bunch of liberal extremists, and I fear for my childrens safety, because they are nasty, arrogant, manipulative, vindictive people who can seemingly justify any means to achieve their ends.  
I am relieved that they have lost the right to have any input into governing the country and are regulated to spouting lies in comment forums.",0.502861,0.50321007,0.5036544,1,1,1,False
13262,People once chose to believe black humans were property. They minimized it in their minds to conceal and deal with the legal crime of their time.,0.50074005,0.50476056,0.5041122,1,1,1,False
122672,"Not much has changed. Only the people behind the wheel. The stakes are probably higher, but the methods are the same. With all understanding for the desire to sort out BP and KPMG, I question how many people now baying for blood would have reacted hat it been the apartheid government (and white population) who was benefitting.",0.49637803,0.49661264,0.49672514,0,0,0,False
20125,"I've met them, too, although most forms of blatant prejudice I've see in a POC was a form of colorism. This is apparently pretty common in Indian culture in which those setting their preferences for arranged marriages will involve skin being lighter. 


I have definitely experienced black racism directed at me by black people that clearly had a problem. It was quite hostile, but again, quite different from institutional racism that blacks experience I am sure. 


For instance, I never fear that I will be pulled over by a department of cops run by racist black cops and then be shot for my skin color being the wrong hue.",0.47834608,0.4783156,0.4799759,0,0,0,False
19658,"Thank you Mr. Rieder for an excellent column.  I especially hope many younger people read it, for this was a war that ended 72 years ago and there are few of us around who still remember it.  As I'm  sort  of from your father's generation I have similar memories, from all the uncles and aunts who served, to participating in  childhood drives for wanted materials.
You are quite correct that it's absurd to equate the neo-Nazi marchers with the antifa and other protestors.  Yes, some of the antifa are pretty disgusting, just thugs in black, and they might be as likely to slug a peaceful protestor as a white supremacist; and it's high time they return to strictly defensive activity.
Bad as they are, they not even close to the ideology of the neo-Nazis whose antecedents killed tens of millions of Poles, Jews, Russians and other ""inferiors"" as they controlled and devastated most of Europe-- after their SA street fighters  had overwhelmed those of the Socialists, Communists and Nationalists.",0.49387005,0.49265718,0.49387774,0,0,0,False
181692,"How is it NOT a contradiction?

""Trump claimed it took him 48 hours to condemn the white supremacists and neo-Nazis who incited the violence because he wanted to make to make sure he got all the facts about the incident before he put out an explicit statement.""

""However, Trump is known for jumping to conclusions — and is quick to call incidents terrorism — before he has the facts.""",0.51874423,0.5246687,0.52346605,1,1,1,False
104174,"Careful--you're telling the TRUTH.  The white posters will start shrieking and flailing, and call you a ""waaay-cist""!  They tend to 'project' a lot when it comes to issues like this.",0.50875,0.5115336,0.51199114,1,1,1,False
76204,"And what pray tell is disrespectful in my post? That I use the word ""white?"" I'll use it wherever and whenever. White. White. white. white. white….people.",0.5336405,0.53889227,0.5373752,1,1,1,False
64149,"He's the son of a KKK aupporter who was arrrested for causing a riot at an anti immigrant rally, and he settled out of court for discrimination against Black tenants.
It's hilarious how Fred Trump, Donalds father, protested against immigrants when he was the son of immigrants...",0.51077104,0.51194537,0.51127434,1,1,1,False
79872,"I have seen real change. To mention one, we learned that it possible for a black man to be elected president, twice. Most of us thought we would never see that in our life time. Obama did that without any help from the GOP.",0.48111862,0.48223102,0.48134714,0,0,0,False
24628,"Caused and effect has been replicated in a longitudinal study. 

The study variables the were controled doesnt have to be exactly the same: two black parents and one at home, and from the same neighborhood and age, poverty, similar results with perhaps different metrics of success. 

For example the original study measured recent monthly income instead of annual income. Since many of these families would have difficulty with annual income records, this was the most accurate method. Sampling more than once a year yielded a statistically significant result since the differences between the groups were so large.

Another thing is unforeseen events which affected many in both groups iirc like a plant closure.",0.5225067,0.52643406,0.52463824,1,1,1,False
12651,"So , in the limited space allowed here, I give very compact explanation of the civil war and you disagree and basically say it was all about slavery. That fact is wrong. There were many other reasons, but you did show that the Southern states did not want to be governed by the North and that was the major reason for the war. Comparing the kkk and white nationalist to ISIS........really. That's good example of the partisan hyperbole that makes this whole subject a joke. All this crying and whining is not about racism, it's about partisan politics. You guys will be exposed for this as the details and investigation come out.",0.5118386,0.5131729,0.5129823,1,1,1,False
121220,"I've been from St. John's to Victoria and this American has never encountered a whole Canadian province as ""brain dead"" as our Alabama.  First, Trump appoints Jefferson Beauregard Sessions to be Attorney General.  Look at how that's turning out.  Then the Governor of Alabama gets thrown out of office for, may I use old American slang, a ""roll in the hay"" with a campaign worker he'd appointed to a government job.  The then about to be axed governor appoints ""Big Luther"" Strange, you can't make this up,  to Sessions seat until a primary election is held.

Presto, the great ""white hoard"" disregards the national party and sends Strange packing for an impeached judge who is a certified ""fruitcake"" constantly citing the Bible and damning ""Queers"", ""Democrats"" and everyone not of his way of thinking.  Now the ""Family Values"" poster boy is accused of ""sex education"" with minor girls.  

Bottom line is the GOP has a problem.  That Republican seat may end up with a Democrat until 2020.",0.4844182,0.48290157,0.48364842,0,0,0,False
124509,"You sir, are so very correct! 
There simply are not enough negative adjectives to describe almost all of the cabinet members and other appointees that this ignorant monster in the White House has governing the good people of this awesome country of ours",0.50216675,0.50501996,0.5044097,1,1,1,False
25699,"It is unsettling that Trump has anointed his campaign manager, Steve “Turn on the Hate” Bannon, to be his chief White House strategist and senior counselor. Bannon led Briebart News, a vehemently anti-Obama propaganda outlet that has pushed white-supremacist policy positions, as well as conspiracy theories, and racist, sexist and anti-Semitic opinions. What Bannon said this in an interview published Friday was truly creepy:

“Darkness is good. Dick Cheney. Darth Vader. Satan. That’s power. It only helps us when they (liberals) get it wrong. When they’re blind to who we are and what we’re doing.”

The senior counselor for the President of the United States pushes hate and models himself on Lucifer and lies.

Can’t you can see why Luke and so many other Americans are disgusted and upset about our post-truth president?

See:
http://www.businessinsider.com/steve-bannon-donald-trump-satan-darth-vader-2016-11",0.507911,0.5088263,0.50900173,1,1,1,False
159100,"It ain't gonna happen Bill.  9/11 NEVER threatened our national integrity, if anything it strengthened our national commitment.  Hand guns weren't worth a damn in stopping the 9/11 terrorist, or the OK City bomber.(the white guy who DID think he could start a war) 

Mexico is a bit special.  Republicans, through Reagan had open arms for immigrant labor, it's a well know fact that California agriculture was a big influence on RR and for good reason - it benefitted the nation

My wife was raised in Santa Clara.  They had Mexican families in that area long before it was a US state.    Not sure how they would be considered an 'invasion'.     

Like you, I am serious worried about violent Latin American gangs that have overrun some of their own weak local governments, even corrupted those nations politics.  We are totally united in condemning/convicting/punishing those gangs.",0.4869033,0.48434958,0.4852414,0,0,0,False
43512,"The folks that will suffer the most under Trump will be the ""poorly educated"" white folks that elected him. The rest of us have learned to survive  2nd class citizenship. This will be a new experience for them. Being poorly educated is not a good plan for the 21st century.",0.49361837,0.49332088,0.49285552,0,0,0,False
153233,"We have a clear choice this election. The law and order candidate...
Or the black lives matter candidate.
Pick one.",0.52771205,0.5352806,0.52988684,1,1,1,False
166175,Klastri is a member of La RAZA! She wants the execution of all whites in the US.  https://www.youtube.com/watch?v=adFsHDbgs_Q,0.52477527,0.52803147,0.52710354,1,1,1,False
101063,"It is hard to believe that the same country that elected a charming intellectual and war hero like John F. Kennedy elected the boorish, mendacious, narcissistic, and violently anti-intellectual Donald Trump.

Kennedy appealed to the best in our national character: the Peace Corps, the space program, national service.  Trump appeals to the worst: open racism, white supremacy, open corruption.",0.5077661,0.5096042,0.50845253,1,1,1,False
65590,You are right but you forgot to mention income inequality which is much worse in the US and BLM what reflects the genuine concern by black Americans but you are hard pressed to find similar cases in Canada.,0.5020275,0.50392145,0.5024623,1,1,1,False
76125,"Quislings, of course, are traitors (quisling :a person who betrays his or her own country by aiding an invading enemy, often serving later in a puppet government; fifth columnist. from wikepedia)  It seems you prefer ad hominem attacks to a civil discussion of issues.  I do agree, however,  that the GOP  is  ""the party of racism"".  However, I must disagree that supporting white supremacists/white nationalists/alt-right organizations constitutes ""seeking the moral high ground"".   The moral equivalency of Mr. Trump's statements regarding Charlottesville hardly represents the ""moral highgroung.""  The ""bussed in and paid by George Soros"" is sourced to Alex Jones and has been thoroughly debunked.. Take a moment and look it up yourself.  Mr. Outsider and you are both victims of Mr. Trump and Ms Conway's ""alternative truths.""  Take the time to check for yourself.

I'm hardly a ""left wing quisling""....I express my concern over Mr. Trump's presidency because I care for our country. Gary Crum",0.5043296,0.5034999,0.50504285,1,1,1,False
167004,"As a whiteman and conservative, I am amused by the KKK and white supremacists in that they are the worst example of the race they are celebrating.  I look at those idiots and am more offended than amused.",0.50899404,0.50985587,0.5095813,1,1,1,False
86378,"Do you not think the black people have not been victims of some of their own life choices?   I know Bill Cosby is currently persona non grata to the world, but in  the past he had some things to say that the black community should be taking to heart.   Statements along the lines of ""If you do not want to be taken for an idiot, do not act like an idiot.""
Now let us start on that 400 year history.   You blame whites for slavery.  Did you know that it was other Africans that rounded up Africans to be sold into slavery?   Did you know that they have practiced slavery for centuries in Africa?    Did you know blacks owned blacks in this country and that some of the slave owning blacks were worse owners than the whites?    I am not going to say the vast majority of white slave owners were saints, because they were not, but to put it all on whites is an absolute falsehood.   I bet none of this is in the new museum.  Too many people don't want it known.",0.5041274,0.50575614,0.50527173,1,1,1,False
53122,"I am amazed and disappointed to see comments below, where people are actually defending what Trump said about Charlottesville.  How many videos, articles, and stand up comedians do you have to watch before you understand what happened at that new conference that Trump initiated? 

Trump clearly said,  ""...there are fine/good people on both sides..."" of the protest etc...  The whole world took offense at the very idea that the President of the Untied States just said that the KKK and White supremacist groups had a ""good"" side to them.  That was an inference that can not be tolerated from the President of the United States.  It directly implies his sympathy with those terrible groups.  He associated himself directly to those groups because he had such a hard time explaining it to everyone in the first place.  No one in the KKK or White supremacist groups is a ""good"" person, and their complaints are not acceptable.  Yes he did criticize the groups, but he was hypocritical a moment later.",0.5037803,0.5047453,0.50487125,1,1,1,False
163428,"If she did, she'd pin it on the white victim...",0.49882123,0.50092363,0.50159264,0,1,1,True
32388,and whom does the White person blame when he or she doesn't fit in.,0.48517278,0.48739892,0.48754376,0,0,0,False
33990,"Could not be clearer in any fashion. Our President Trump is NO ""white nationalist.""
*
Definition of white nationalist
:  one of a group of militant whites who espouse white supremacy and advocate enforced racial segregation
https://www.merriam-webster.com/dictionary/white%20nationalist",0.4979439,0.4997985,0.49953458,0,0,0,False
7680,"I agree that people vote in terms of the benefit of greater society, or at least in terms of what benefits them individually, but people still have their own, individual political agency. So, in the DA and in the ANC, for example, members should be allowed to disagree and vote against motions with which they do not agree. Also, I don't agree with referring to, say, black people as ""masses"", as I see people as individuals with their own unique situations. One cannot generalise about black people, just as one cannot speak for all black people. Thus, people should be treated as individuals. I hope you agree with me.",0.5038566,0.5051611,0.5040321,1,1,1,False
77501,Racist. He clearly realized He messed up with Racial Profiling traffic stop. Its written in Jim Brown Institutionalized Racist policies to find reasons to pull someone over like this. He didn't even run her driver's license but let's whiteplain that away. Don't trust White People and their version of whats clearly there. Even the Attorney in the Video laughed and asked for Cards. Report them. Shady ppl.,0.46796992,0.46866906,0.47005236,0,0,0,False
97091,"I retract the use of the words ""white trash.""  It was completely uncalled for and I can see that it is just as offensive as using the ""n"" word.  My apologies to those that might be offended.",0.5175709,0.5224002,0.5213036,1,1,1,False
172477,"As matter of FACT, they are playing on my dime, and every other ticket holder out there.  And MOST of us booed their disrespect.  I'm glad YOU are so eager to climb in the boat with them, you belong there.  Where you come up with superior white male crap is a little disturbing.  I  SAID VETERAN, DISABLED, RETIRED. But apparently you have an agenda, sad.  You're jut another snowflake playing holier than thou, pathetic.  : )",0.50608796,0.5050085,0.5066181,1,1,1,False
125881,"After only five months in office, Trump is under investigation for obstruction of justice and how his campaign coordinated with the Russians to win the election,
Lies an average of 4-5 times a day,
Doesn’t know the basics about how our government works,
Isn't interested in learning anything about how our government works,
Is obviously mentally unfit to be president,
Adheres to no real ideology other than sexism, racism and xenophobia,
Attacks anyone who attempts to hold him accountable,
Is constantly under suspicion because he won’t release his tax returns or divest himself of business holdings,
Has the self-control of a two year-old,
Vacillates between being a laughing stock and an opponent to our allies abroad,
Has an obvious preference for brutal autocrats,
Has assembled a staff full of white nationalists and those whose history has been spent undermining the very mission of the agencies they are running.",0.520085,0.52355736,0.5210447,1,1,1,False
177133,You are a beneficiary of 300 years of white racist policies. You don't know what you've earned and what you were given for just showing up white.,0.50734276,0.50886446,0.50863564,1,1,1,False
66142,"Yessir!   We need to outlaw all dem yellow, brown and all dem darkies from our cuntry.  Canaduh ain't no place for dem for'ners.  Nope.  Only whites who been borned here shud own dem properties.   Investors with dem big ol' bank accounts spending der wealth, payin all sortsa taxes and boostin da-conomy not wanted here!  Nossir!  Only pure bred whites can live in BRITISH (not AY-SHUN!) Columbia.

Yup.",0.5068775,0.50769365,0.5075983,1,1,1,False
84944,"Sanford,
I'm curious  about your use of the term ""maroon.""  The dictionary definition of ""maroon"" is something like people who were  escaped slaves in the West Indies, or bi-racial descendants of blacks and Indians.  
I've also found it used by Hudson's Bay Company trappers referring to others in their brigade.  
Is it possible you were referring to ""morons?""",0.50595826,0.50971097,0.5098025,1,1,1,False
150958,"Maybe those folks in red states should have voted for someone with empathy. Instead they chose Trump. To paraphrase Napoleon, never interfere with an enemy that is destroying themselves. For those that survive, I hope they learn from their mistake. Unfortunately they are quite proud in their ignorance. Drug treatment is healthcare. We know Republicans don't think poor people deserve that. I would pity them if they didn't think killing minorities will solve their problems. I do pity the children. They have no say in the matter. You can pick your friends, but you can't pick your relatives. On the other hand, they are welcome to all the guns they want. They still have that white privilege.",0.49852753,0.496502,0.49737167,0,0,0,False
32914,White Radical Christian Terrorist.,0.47817856,0.4813929,0.48099673,0,0,0,False
88228,"Personally, I had no problem, either. I do know that the bar for both admission and financial support are higher for white males.",0.49915695,0.50332636,0.5020561,0,1,1,True
69990,"I had to read the headline a few times because it made no sense to me why Baltimore would have anything Confederate. I'm surprised that Confederate statues lasted this long since Balty has a majority black population and has never had a problem with confrontation. I'm fine with removing Confederate anything because they lost. We should study all sides of a conflict, but only celebrate the winners.",0.5047873,0.50558066,0.50591636,1,1,1,False
128385,"Interestingly, the Trump-inspired so-called ""whitelash"" was directed at the policies of the primarily white American political and economic elites.. White working-class American voters used their voting power to deliver the message that their needs and concerns have been ignored in the process of globalization. I think this was more importantly a movement of class grievance rather than racial grievance and in this they were joined by a surprising number of 'minority' voters.. As for your other point, I know nothing about Mr. Boyden's ethnic or racial heritage other than what I've read online but the fact that he didn't grow up on a reserve doesn't preclude the possibility that he has at least some aboriginal ancestry. My European ancestors on my father's side settled in North America hundreds of years ago and while my siblings and I grew up being told we were of Irish and French-Canadian ancestry we've learned that our heritage is actually more complex and varied than that.",0.50761354,0.5093068,0.50804067,1,1,1,False
163099,"How about other ""misunderstood"" subjects in need of some remedial fact based education?  

For starters:  

Democrat Party KKK affiliations or those Northern Liberals who came up with the whole ""separate but equal"" thing. 

Confederate battle flag, black power flag, rainbow flag, Gasden flag, ...like it or not, part of U.S. history.  

If any offend => avert your eyes!",0.5090551,0.50956607,0.51042026,1,1,1,False
69355,"I've been trying to tell you, Trump voters love being white more than being Americans or humans. White liberals just don't want to believe how dangerous their ""poorly educated"" cousins are. I don't doubt their need for the 2nd Amendment. Who do you think they plan on killing?",0.48877907,0.48646113,0.48728454,0,0,0,False
76310,"https://www.nytimes.com/2015/06/25/us/tally-of-attacks-in-us-challenges-perceptions-of-top-terror-threat.html?ref=oembed&_r=0

""Since Sept. 11, 2001, nearly twice as many people have been killed by white supremacists, antigovernment fanatics and other non-Muslim extremists than by radical Muslims: 48 have been killed by extremists who are not Muslim, including the recent mass killing in Charleston, S.C., compared with 26 by self-proclaimed jihadists, according to a count by New America, a Washington research center.""",0.52450126,0.5276208,0.52644926,1,1,1,False
66282,"How wonderful. The city hires drug dealers and puts them to work right next to the homeless camps and the parks the other drug addicts hang out at. What could possibly go wrong. Added bonus: the police have all but boycotted the Whiteaker. (Any doubt of that was eliminated when we were plastered with white supremacist graffiti, stickers and flyers Sunday morning and EPD never managed to see any of it. Patrols? Obviously not.)

I have to wonder about their co-workers. You would think that some of the other folks hanging out at the Roosevelt yard would be awake enough to notice someone is addicted and/or dealing while on the clock. I always assumed the city's problems were with brain-dead management. I guess there's more comatose people working for the city than I thought.",0.5088873,0.50855935,0.5092076,1,1,1,False
90799,"White people can rap too. Rap music is a genre, not a race.",0.49746516,0.49987808,0.49911976,0,0,0,False
124237,Pot (and not the good kind) calling the Kettle black.,0.5088339,0.5156809,0.51337874,1,1,1,False
136694,"Fascism is the politics of identity. We usually think of White Supremacy as fascist.  But, any movement that champions one's  race,  gender or  characteristics  over ones talent or achievement is essentially  just .kinder, and gentler fascism.  NDP is the champion of identity policies.",0.49866676,0.49871346,0.49902248,0,0,0,False
111591,Spoken like a far right wing caucasian.,0.50611085,0.5123114,0.5101076,1,1,1,False
180866,Eh.  Rush isn't a racist.  He just LOVES little black Dominican boys.,0.4959756,0.50057554,0.4992375,0,1,0,True
32894,Deport these guys. Oh wait they are upper class white men. Well shame on me because fron reading responses on crime I thought only minorities committed these types of crime. Silly me.,0.4914559,0.49286318,0.49345815,0,0,0,False
164602,"I think unconscious bias is the desire to think that we achieved our status in society because of our innate abilities rather than, in part, based on the subtle advantages we were provided by the colour of our skin.  It's easier to think that certain races, or communities, like black or aboriginal, are somehow innately inferior and destined to fail, than it is to realize that white society in North America is, for the most part, unwilling to give up its status and level the playing field.",0.5252014,0.5274382,0.5263732,1,1,1,False
180986,Deport neo-nazis and white supremacists.,0.49957252,0.5026378,0.5030803,0,1,1,True
162528,"Basically you're arguing that there was no one here, that this land was free for the taking. It's sort of sad and strange that you're basing your thinking on one white man's interpretation over thousands of Indigenous people's collective history and teachings.  I'm sorry to burst your little white supremacist bubble bud, but you could not be more wrong and more ignorant....about everything. First, Indigenous people have peopled this continent for millennia. Their history and civilization predates yours by several thousand years. And there were millions at first contact.  Get it through your thick skull that you and your ilk are not the authority on Indigenous people's existence and never will be.  Also, understand that their title and rights still exist today as this land you call Canada was never ceded or surrendered. It matters not what numbers Indigenous populations may have dwindled to after European diseases and genocide were introduced. Squatting does not equal ownership.",0.50963473,0.51135826,0.51083964,1,1,1,False
172425,"Donnie Two Scoops doesn't care. And he doesn't care what is in it. He won't read it or understand it. 



He just wants to sign something so he can declare victory over the black guy, since he is a racist dirt bag.",0.49549496,0.49652487,0.49742702,0,0,0,False
124311,"Blackface is patently offensive? Are the letter signers sure that they want to stand behind that assertion? If they don't like her judgement, they just should not invite her to future parties. Officializing the outrage fodder list can only propel the in-group/out-group cycle. By the way, her intent does matter. Proof of that can regularly be observed in the non-persecution of black people who call each other niggers.",0.49404934,0.49456427,0.4966565,0,0,0,False
40581,"Wow.

White, 
female,  
country singer,
 ...takes a knee at a football game, 

..in Tennessee?


That's some brave stuff.

That's sure to trigger some insecure racists.",0.5039634,0.5063435,0.50640833,1,1,1,False
30201,"Exactly how I feel about rednecks, white supremacists and Zionists.  Let's settle some scores, shall we?",0.519826,0.52300924,0.521593,1,1,1,False
102709,"... my whole life my family said 'we're english', then my father took a spit test last year.  We're mainly German in his side of my family, with 25% iberian peninsula.  25% british, then smaller percentages of eastern european jew, italian, and greek.

I know I'm at least ~12% iberian ... but on a form, I'm now TEMPTED to say I'm part Hispanic, kinda exiting for a 'former white guy' ... Iberian generally not the list of selections.  Central and South Americans can be many many 'native' 1st nations people, or Hispanic, or parts of all.

Soooooo confusing ... but I think I'm now allowed to be proud of my Hispanic heritage I never new EXISTED 'til about 6 months ago.  ;)",0.49503344,0.49253136,0.49473593,0,0,0,False
114083,"It's Wednesday, brother. 

Say hello to your new president, Donald J. Trump, who was put into office by white Catholics.

This is the end of the Black Left and Obamanomics.",0.5165345,0.5202983,0.51798236,1,1,1,False
177556,"Bravo ! Old white males just need to.learn to ""STFD"" (Sit Tha Fuck Down).

this type of unjust inequality which pervades all throughout western society is in reality the contemporary version of the white supremacist ideology which has fueled white christian genocide, slavery, domination, oppression and imperialism throughout the world for centuries.

the world is changing and diversity and equality are rising up everywhere so old white men just need to ""STFD"" !",0.50789577,0.5117166,0.51089305,1,1,1,False
151097,"Steve Bannon, a self-proclaimed white nationalist in a position of power,  what could possibly go wrong?",0.5139734,0.5206791,0.51772326,1,1,1,False
28541,"Always need help?? No, not always, but at this point they do.  Social programs were not african american programs, the majority of poor are not african american.",0.5214864,0.5239075,0.5236944,1,1,1,False
63971,"tRump shows any sign of dismantling critical policies that the Obama administration put in place, anti-tRump protesters ought to organize a massive Occupy Protest city outside the White House lawn.  It's time to show tRump what a Viet Nam protest mentality looks and feels like.  Let's see if that brings back memories of his Viet Nam bedroom.",0.4903729,0.4910822,0.49105167,0,0,0,False
66521,We already have a Russian-loving madman in the white house who is more than willing to propose this instead.,0.52590144,0.5325771,0.5301605,1,1,1,False
66821,"Who's doing all the killing in the inner cities? Not whites. That's your culture bro, not mine.",0.5041122,0.50674397,0.50578666,1,1,1,False
